Steps,Return_1k,Return_10k,Label,Gamma
5407210,3398.237107349295,11612.827788299266,TRPO_gamma_0.95,0.95
5503963,2657.6888281815036,13138.904236357543,TRPO_gamma_0.95,0.95
5600324,3161.4357100900806,12628.185118363668,TRPO_gamma_0.95,0.95
5706131,3006.8483884781244,12104.366010769454,TRPO_gamma_0.95,0.95
5801865,2951.6191123943418,11212.959902689207,TRPO_gamma_0.95,0.95
5902435,2625.17416799991,12266.697436272038,TRPO_gamma_0.95,0.95
6006220,2977.5967254516204,12728.702018507622,TRPO_gamma_0.95,0.95
6105974,2711.818330367462,12656.88862150841,TRPO_gamma_0.95,0.95
6205159,3821.7296822970266,14131.489501062946,TRPO_gamma_0.95,0.95
6302448,3545.6754623504594,12806.96507034317,TRPO_gamma_0.95,0.95
6404699,4025.098143081292,13536.221250222612,TRPO_gamma_0.95,0.95
6504231,3338.3260852086737,10561.341156128157,TRPO_gamma_0.95,0.95
6606970,4275.638960510261,12286.17152475614,TRPO_gamma_0.95,0.95
6705067,2886.795390901432,13847.0282814684,TRPO_gamma_0.95,0.95
6800869,3471.1284367160233,10717.32257431639,TRPO_gamma_0.95,0.95
6906804,3646.951020363774,11604.26384385715,TRPO_gamma_0.95,0.95
7003700,3918.55703851446,11876.172910144343,TRPO_gamma_0.95,0.95
7100671,3187.192781460167,12898.676231601046,TRPO_gamma_0.95,0.95
7206493,3084.575111874606,11790.825972119304,TRPO_gamma_0.95,0.95
7306737,3892.7907839573118,12552.746533671238,TRPO_gamma_0.95,0.95
7403605,3489.691721107337,13155.968053790415,TRPO_gamma_0.95,0.95
7506424,3636.3697263789522,13010.198545955827,TRPO_gamma_0.95,0.95
7605517,3814.047356162651,11543.83296311135,TRPO_gamma_0.95,0.95
7700210,4086.424307462188,12572.406498723005,TRPO_gamma_0.95,0.95
7802718,3589.5337616313745,11317.952096357178,TRPO_gamma_0.95,0.95
7907864,3378.01685203314,11643.567827924227,TRPO_gamma_0.95,0.95
8008786,3160.6658668524515,12302.950030768252,TRPO_gamma_0.95,0.95
8107031,3948.8038154789124,13081.297732416459,TRPO_gamma_0.95,0.95
8205982,2871.7346360696574,10598.930669729367,TRPO_gamma_0.95,0.95
8304382,3644.2241026794654,12693.733619478535,TRPO_gamma_0.95,0.95
8400492,3208.9151800502523,10490.099654325051,TRPO_gamma_0.95,0.95
8506442,3077.428061949037,12418.043508812732,TRPO_gamma_0.95,0.95
8601989,3914.735266465342,12802.881085060983,TRPO_gamma_0.95,0.95
8702024,3839.6592024171673,11923.688510187401,TRPO_gamma_0.95,0.95
8802766,2882.910885957915,13286.041552132034,TRPO_gamma_0.95,0.95
8908426,2277.6658762065845,13938.610274312156,TRPO_gamma_0.95,0.95
9000192,3698.2119582898936,11496.595574413494,TRPO_gamma_0.95,0.95
9106697,3831.7194702642564,13998.155636099244,TRPO_gamma_0.95,0.95
9202081,4662.292435193149,14107.302521170292,TRPO_gamma_0.95,0.95
9305011,3565.4585100408744,10701.988448864571,TRPO_gamma_0.95,0.95
9401999,3414.2297458987873,16248.275497755978,TRPO_gamma_0.95,0.95
9505621,4432.965245680168,12215.31249279834,TRPO_gamma_0.95,0.95
9602288,3458.45236025685,14669.43791279191,TRPO_gamma_0.95,0.95
9702000,3762.1453833904657,11548.608557164855,TRPO_gamma_0.95,0.95
9804957,3268.428500135772,16718.315572884676,TRPO_gamma_0.95,0.95
9905990,4193.220961493583,13325.609197301304,TRPO_gamma_0.95,0.95
10006399,3841.9760670526275,14069.581769827573,TRPO_gamma_0.95,0.95
108624,993.3841015472835,9922.192197056605,TRPO_gamma_0.99,0.99
207324,986.6557588751699,9880.145288629214,TRPO_gamma_0.99,0.99
308794,988.5165863272963,9874.889842389848,TRPO_gamma_0.99,0.99
406911,983.5914791339225,9795.070319957995,TRPO_gamma_0.99,0.99
502119,1027.3990596400897,9834.891343944506,TRPO_gamma_0.99,0.99
606427,1053.010434198723,9705.783994738547,TRPO_gamma_0.99,0.99
702145,1264.1988089956953,12487.84425207495,TRPO_gamma_0.99,0.99
804772,1432.0188921577164,13430.588831900875,TRPO_gamma_0.99,0.99
901960,1560.1919849486537,15826.370929996561,TRPO_gamma_0.99,0.99
1006354,1731.2220457534318,17628.0956495949,TRPO_gamma_0.99,0.99
1105788,2013.0980808483414,20206.622501423124,TRPO_gamma_0.99,0.99
1205922,2117.767071905382,22978.090263772225,TRPO_gamma_0.99,0.99
1307772,2639.674343715606,22888.340125056155,TRPO_gamma_0.99,0.99
1402963,2644.324347307779,28938.80433385722,TRPO_gamma_0.99,0.99
1501256,3108.624037651284,29815.11615281203,TRPO_gamma_0.99,0.99
1603314,3186.6211153321483,30635.678324024084,TRPO_gamma_0.99,0.99
1704899,3725.293010174246,37679.283809356915,TRPO_gamma_0.99,0.99
1806519,3815.0753611140144,38651.551596703655,TRPO_gamma_0.99,0.99
1908369,3982.4735335016753,39383.43317370742,TRPO_gamma_0.99,0.99
2004341,4034.2956868010124,40884.828192926034,TRPO_gamma_0.99,0.99
2102321,4187.408967325726,36991.49889060901,TRPO_gamma_0.99,0.99
2204958,4388.256291418587,43517.97024274645,TRPO_gamma_0.99,0.99
2305847,4096.35637939242,39877.186978134516,TRPO_gamma_0.99,0.99
2404656,4477.968901757315,29272.494292757172,TRPO_gamma_0.99,0.99
2501099,4412.3448529684465,41069.210435192974,TRPO_gamma_0.99,0.99
2602773,4622.9704883171735,39953.94094904531,TRPO_gamma_0.99,0.99
2707126,4610.520350542195,32067.431038858835,TRPO_gamma_0.99,0.99
2807540,4763.955921495761,47661.76731518141,TRPO_gamma_0.99,0.99
2900190,4764.385998972395,41147.33167301423,TRPO_gamma_0.99,0.99
3006201,4786.440310441665,47275.75107581135,TRPO_gamma_0.99,0.99
3106565,4872.587735833273,45078.93840467134,TRPO_gamma_0.99,0.99
3207165,4880.51400930431,44226.15339186157,TRPO_gamma_0.99,0.99
3304962,4846.093119255948,41738.35080135056,TRPO_gamma_0.99,0.99
3407721,4889.218687009064,45924.24442235179,TRPO_gamma_0.99,0.99
3508596,4935.189480543034,48353.05076577984,TRPO_gamma_0.99,0.99
3601283,4910.211872292725,41561.6844119272,TRPO_gamma_0.99,0.99
3706757,4943.672838195956,46185.99026550467,TRPO_gamma_0.99,0.99
3800863,4731.740559776231,38773.62974310167,TRPO_gamma_0.99,0.99
3901577,4955.516887589543,47903.42380477107,TRPO_gamma_0.99,0.99
4000210,4978.189597921455,50970.21755993266,TRPO_gamma_0.99,0.99
4107029,4645.840296797269,47399.92881290338,TRPO_gamma_0.99,0.99
4203911,4928.422967762081,39959.2462905648,TRPO_gamma_0.99,0.99
4304588,5089.440162579632,40792.28960186358,TRPO_gamma_0.99,0.99
4402650,5087.1485625622145,46003.559887950956,TRPO_gamma_0.99,0.99
4506491,5115.18714550293,44557.098953800814,TRPO_gamma_0.99,0.99
4607683,5096.800509969127,51670.664551024165,TRPO_gamma_0.99,0.99
4706885,5155.41531392211,50741.205899721965,TRPO_gamma_0.99,0.99
4803168,5152.907676966405,45256.1785453686,TRPO_gamma_0.99,0.99
4903406,5229.500586539634,51749.519295912854,TRPO_gamma_0.99,0.99
5007444,5081.002246060241,52208.87312472002,TRPO_gamma_0.99,0.99
5106902,5181.901676733904,45847.70823261234,TRPO_gamma_0.99,0.99
5202974,4770.151174193306,52762.566222053414,TRPO_gamma_0.99,0.99
5303711,5224.27084228495,50452.9240727517,TRPO_gamma_0.99,0.99
5402533,5198.497521098021,44323.9688596136,TRPO_gamma_0.99,0.99
5503172,5054.094054852731,46713.21868739207,TRPO_gamma_0.99,0.99
5603261,5283.703711274538,35283.95547237804,TRPO_gamma_0.99,0.99
5702345,5258.126862729021,42584.71437171607,TRPO_gamma_0.99,0.99
5802438,5196.705624052459,50052.394194858425,TRPO_gamma_0.99,0.99
5904765,5190.454722889269,52494.51595027487,TRPO_gamma_0.99,0.99
6001469,5214.357112104406,51103.2788664323,TRPO_gamma_0.99,0.99
6105571,4846.662763265348,48340.03853410461,TRPO_gamma_0.99,0.99
6205312,5160.994838172338,45180.28457228067,TRPO_gamma_0.99,0.99
6303692,4712.151742364227,40319.73755675238,TRPO_gamma_0.99,0.99
6405447,5241.554837641566,41884.9647687904,TRPO_gamma_0.99,0.99
6500732,5294.886012398578,48693.08323062791,TRPO_gamma_0.99,0.99
6604599,5219.886616992142,46837.02462953235,TRPO_gamma_0.99,0.99
6701119,5208.481711530456,49652.89449071898,TRPO_gamma_0.99,0.99
6803143,5255.639931254896,50346.20142251373,TRPO_gamma_0.99,0.99
6902491,5162.587569672445,37967.63044515126,TRPO_gamma_0.99,0.99
7003950,5331.793747849215,41581.07693827005,TRPO_gamma_0.99,0.99
7106664,5148.163321733616,47531.01990421318,TRPO_gamma_0.99,0.99
7203908,4397.407283132135,52595.002255288884,TRPO_gamma_0.99,0.99
7304285,5293.999793607719,51506.66839056921,TRPO_gamma_0.99,0.99
7406105,5321.716946143424,52865.27728798756,TRPO_gamma_0.99,0.99
7502753,5304.891991059477,52669.60858709559,TRPO_gamma_0.99,0.99
7608117,5379.2096759560145,50771.83236889549,TRPO_gamma_0.99,0.99
7705621,5390.33040490514,54354.30799533803,TRPO_gamma_0.99,0.99
7807388,5143.771193595293,52799.05344027323,TRPO_gamma_0.99,0.99
7905261,5389.595723861053,51751.36901820805,TRPO_gamma_0.99,0.99
8001191,5330.948141024695,50075.92299187184,TRPO_gamma_0.99,0.99
8101473,5367.605493706261,54754.46197857446,TRPO_gamma_0.99,0.99
8206914,5265.170017949695,54904.83889167913,TRPO_gamma_0.99,0.99
8306507,5349.950404563748,52650.865396823,TRPO_gamma_0.99,0.99
8405527,5306.816058032984,54862.46109787924,TRPO_gamma_0.99,0.99
8503607,5138.564838287169,54846.22113522871,TRPO_gamma_0.99,0.99
8603267,5434.584561836298,50808.05321051655,TRPO_gamma_0.99,0.99
8702463,5345.550885721975,49919.880972159954,TRPO_gamma_0.99,0.99
8803349,5328.635278944478,54870.793714855914,TRPO_gamma_0.99,0.99
8905546,5415.300805845878,50595.91678601834,TRPO_gamma_0.99,0.99
9007811,5424.350556040119,51473.91503273902,TRPO_gamma_0.99,0.99
9105210,5455.702991575939,50385.06836387142,TRPO_gamma_0.99,0.99
9201041,5485.391941993382,52559.15919468298,TRPO_gamma_0.99,0.99
9302404,5058.405205699158,55279.97010126584,TRPO_gamma_0.99,0.99
9402020,5445.347262068987,51399.72216416999,TRPO_gamma_0.99,0.99
9500760,5489.627627572645,44253.76486690749,TRPO_gamma_0.99,0.99
9606051,5447.347144683061,54234.581130272105,TRPO_gamma_0.99,0.99
9706089,5429.445697209231,52004.09673212231,TRPO_gamma_0.99,0.99
9801984,5432.921873900256,44686.8175591035,TRPO_gamma_0.99,0.99
9901509,5361.899409767395,55380.7079717538,TRPO_gamma_0.99,0.99
10007200,5449.234478615971,53874.78579642442,TRPO_gamma_0.99,0.99
100040,986.458716539851,9903.343851654923,TRPO_gamma_0.999,0.999
205784,969.0582227257122,9789.2501780352,TRPO_gamma_0.999,0.999
304302,969.9161635125836,9684.313937254437,TRPO_gamma_0.999,0.999
401164,972.8537709701765,9760.482840058468,TRPO_gamma_0.999,0.999
501415,960.2492046992808,9707.743471408745,TRPO_gamma_0.999,0.999
606421,969.3371666124707,9717.616568699144,TRPO_gamma_0.999,0.999
704987,965.6378664060827,9715.241406749952,TRPO_gamma_0.999,0.999
805180,956.590478317923,9604.659482807654,TRPO_gamma_0.999,0.999
902012,946.6554023209521,9557.194267396586,TRPO_gamma_0.999,0.999
1006398,960.5378641766067,9625.366892950591,TRPO_gamma_0.999,0.999
1102599,950.0434407633696,9536.85531424965,TRPO_gamma_0.999,0.999
1205665,1008.7624549840739,9913.990284242744,TRPO_gamma_0.999,0.999
1303425,1076.6510785714459,10474.100666415952,TRPO_gamma_0.999,0.999
1407425,1115.3888129750733,11090.303845400853,TRPO_gamma_0.999,0.999
1503975,1167.5171449283453,11776.321729379071,TRPO_gamma_0.999,0.999
1601031,1201.3863117192072,11994.693583984126,TRPO_gamma_0.999,0.999
1705491,1246.9508548146352,12474.651031446825,TRPO_gamma_0.999,0.999
1801754,1206.5952582067157,12126.709114500847,TRPO_gamma_0.999,0.999
1907113,1200.468513008738,11691.988769922822,TRPO_gamma_0.999,0.999
2005096,1242.1925438569708,12466.88148120069,TRPO_gamma_0.999,0.999
2101664,1390.2182635109407,14015.559346290378,TRPO_gamma_0.999,0.999
2200991,1460.1130496435187,14765.939152244935,TRPO_gamma_0.999,0.999
2304694,1509.7586650971116,15415.371267887433,TRPO_gamma_0.999,0.999
2400083,1536.8576642367475,15551.670068935307,TRPO_gamma_0.999,0.999
2505283,1515.3159934748783,14041.399114209096,TRPO_gamma_0.999,0.999
2602382,1512.802125180258,14329.113986909171,TRPO_gamma_0.999,0.999
2700361,1585.1954353284925,15998.238403942034,TRPO_gamma_0.999,0.999
2807103,1757.0522644632485,17714.028223991012,TRPO_gamma_0.999,0.999
2904497,1682.9096829048256,17189.310832022726,TRPO_gamma_0.999,0.999
3002158,1692.2478385297259,17017.09797811865,TRPO_gamma_0.999,0.999
3100656,1647.364742388331,16665.397877722884,TRPO_gamma_0.999,0.999
3204938,1530.3667978432738,14940.619198488657,TRPO_gamma_0.999,0.999
3307098,1502.3043990471006,15202.051285229763,TRPO_gamma_0.999,0.999
3402815,1554.0463953524313,15589.298641584504,TRPO_gamma_0.999,0.999
3501316,1575.7668427181193,16075.831322888213,TRPO_gamma_0.999,0.999
3607387,1712.6781973705415,17570.267667296022,TRPO_gamma_0.999,0.999
3707064,1641.343799180098,16657.94586196232,TRPO_gamma_0.999,0.999
3805567,1679.3538448363265,17019.37860117633,TRPO_gamma_0.999,0.999
3907121,1636.4854266046461,16595.07362030808,TRPO_gamma_0.999,0.999
4007562,1676.406264269242,17051.001566874933,TRPO_gamma_0.999,0.999
4104727,1829.5119926197763,18342.715737421393,TRPO_gamma_0.999,0.999
4206288,1809.2234236995141,18292.20785193043,TRPO_gamma_0.999,0.999
4303878,1856.3617998532222,18879.884570585426,TRPO_gamma_0.999,0.999
4402522,1886.3082270158234,19038.982586562593,TRPO_gamma_0.999,0.999
4503336,1965.8069210173096,19093.80606397073,TRPO_gamma_0.999,0.999
4607415,1932.8825225378107,19757.10839348646,TRPO_gamma_0.999,0.999
4701546,2013.703690255079,20108.98722006827,TRPO_gamma_0.999,0.999
4808956,1959.8426251359858,19463.612480690063,TRPO_gamma_0.999,0.999
4906790,1949.5811860447564,19679.67604940907,TRPO_gamma_0.999,0.999
5003572,1970.2731677397253,19670.41724161082,TRPO_gamma_0.999,0.999
5101881,1919.736909590703,19194.61288851104,TRPO_gamma_0.999,0.999
5207008,1983.3956635871484,20087.141829235945,TRPO_gamma_0.999,0.999
5306054,1954.848345100358,19725.549131010328,TRPO_gamma_0.999,0.999
5402918,1880.0180665968826,18426.427398031483,TRPO_gamma_0.999,0.999
5502422,1982.014945317138,19813.87366904482,TRPO_gamma_0.999,0.999
5601503,1992.0402339513425,17271.209332122566,TRPO_gamma_0.999,0.999
5701150,2054.072267350862,19080.191680843982,TRPO_gamma_0.999,0.999
5806614,2028.7837541365493,19396.04004336677,TRPO_gamma_0.999,0.999
5904603,1990.5905972488326,20344.788219067497,TRPO_gamma_0.999,0.999
6006292,2042.103433132254,20636.420524496,TRPO_gamma_0.999,0.999
6105006,2061.8857840084875,19889.292604901246,TRPO_gamma_0.999,0.999
6206427,2118.612115958001,21174.374596517064,TRPO_gamma_0.999,0.999
6308492,2054.6765497117954,20790.16668596364,TRPO_gamma_0.999,0.999
6407868,2068.1291115600898,21139.771335917794,TRPO_gamma_0.999,0.999
6500203,2050.552784780687,20649.78843363245,TRPO_gamma_0.999,0.999
6607470,2112.293679362305,21584.966346598063,TRPO_gamma_0.999,0.999
6707522,2148.8261244103082,20161.164840230376,TRPO_gamma_0.999,0.999
6805871,2161.8249652922805,21919.520225819175,TRPO_gamma_0.999,0.999
6904652,2187.992808832408,21815.53779830467,TRPO_gamma_0.999,0.999
7007156,2233.0992049482275,21368.053608662125,TRPO_gamma_0.999,0.999
7108539,2261.9471045651817,22645.664602433728,TRPO_gamma_0.999,0.999
7201188,2261.930594263386,20922.983529623063,TRPO_gamma_0.999,0.999
