Steps,Return_1k,Return_10k,Label,Gamma
7301832,2238.1446176448935,22758.791888167056,TRPO_gamma_0.999,0.999
7407022,2246.738342265516,22738.668844700944,TRPO_gamma_0.999,0.999
7506149,2316.935276357957,22247.32969466087,TRPO_gamma_0.999,0.999
7603061,2386.71605806128,23429.622423658435,TRPO_gamma_0.999,0.999
7709186,2365.846506413076,23927.39760716211,TRPO_gamma_0.999,0.999
7804980,2371.6295534960427,23506.95601042415,TRPO_gamma_0.999,0.999
7901844,2325.892624375153,23829.30201706921,TRPO_gamma_0.999,0.999
8000130,2380.8647440790037,23019.855783572246,TRPO_gamma_0.999,0.999
8101650,2365.962320272072,22910.96090087817,TRPO_gamma_0.999,0.999
8205322,2456.9837628375526,24644.44597112457,TRPO_gamma_0.999,0.999
8301072,2432.709005305465,22488.466029871634,TRPO_gamma_0.999,0.999
8404473,2368.13267781388,23409.316927679443,TRPO_gamma_0.999,0.999
8503306,2314.400572280419,23666.780092269946,TRPO_gamma_0.999,0.999
8604509,2451.1142935159787,22975.30331798422,TRPO_gamma_0.999,0.999
8704153,2345.615529785367,22783.344525048964,TRPO_gamma_0.999,0.999
8801749,2300.0482055943253,22081.45099270861,TRPO_gamma_0.999,0.999
8900765,2343.644177457353,21845.161297059738,TRPO_gamma_0.999,0.999
9003696,2406.3321751175836,24302.27903202156,TRPO_gamma_0.999,0.999
9102157,2426.864145369128,23642.730103185622,TRPO_gamma_0.999,0.999
9202168,2514.4980905323164,24543.366394927816,TRPO_gamma_0.999,0.999
9303237,2430.188497216085,24812.264171740037,TRPO_gamma_0.999,0.999
9400803,2340.446879195772,23392.59796364908,TRPO_gamma_0.999,0.999
9504069,2517.15924750506,23959.373833835045,TRPO_gamma_0.999,0.999
9600322,2513.888567243236,21950.404116600912,TRPO_gamma_0.999,0.999
9701551,2333.5752033346007,21987.926158662638,TRPO_gamma_0.999,0.999
9803437,2562.0243336206304,23306.73763426213,TRPO_gamma_0.999,0.999
9907962,2519.197703019426,25638.080693490392,TRPO_gamma_0.999,0.999
10007071,2479.5528246508375,25482.419663297194,TRPO_gamma_0.999,0.999
107879,982.2835151057734,9875.34843398738,TRPO_gamma_0.9999,0.9999
204097,981.6169933640633,9854.712317237703,TRPO_gamma_0.9999,0.9999
300813,959.3962033901059,9657.050886550442,TRPO_gamma_0.9999,0.9999
400966,939.4691831690707,9575.35678825813,TRPO_gamma_0.9999,0.9999
507215,961.038835789115,9685.948560171866,TRPO_gamma_0.9999,0.9999
601051,950.8575738037086,9542.868797805604,TRPO_gamma_0.9999,0.9999
703122,964.4913557643755,9566.028515405025,TRPO_gamma_0.9999,0.9999
802208,968.2282382512897,9581.204654090945,TRPO_gamma_0.9999,0.9999
907436,962.6156662732649,9513.186906660012,TRPO_gamma_0.9999,0.9999
1006036,962.5270947034584,9602.429711280432,TRPO_gamma_0.9999,0.9999
1100992,983.53990836971,9611.40465095538,TRPO_gamma_0.9999,0.9999
1203518,971.9983784029791,9608.745493974073,TRPO_gamma_0.9999,0.9999
1307572,968.7824802785632,9538.866659385365,TRPO_gamma_0.9999,0.9999
1405855,995.0284821097424,9799.20565728522,TRPO_gamma_0.9999,0.9999
1501584,1050.6432769246035,10308.46376118511,TRPO_gamma_0.9999,0.9999
1606719,1136.4003046875537,9897.950228696081,TRPO_gamma_0.9999,0.9999
1703665,1097.6020010093628,10674.146786988898,TRPO_gamma_0.9999,0.9999
1800940,1120.8010495580972,11188.020513335538,TRPO_gamma_0.9999,0.9999
1904837,1138.016781948065,11491.312632794386,TRPO_gamma_0.9999,0.9999
2007156,1116.7602905807491,9468.689487396874,TRPO_gamma_0.9999,0.9999
2101579,1259.526171561322,12553.988418573728,TRPO_gamma_0.9999,0.9999
2206392,1048.321078210652,8542.126755709696,TRPO_gamma_0.9999,0.9999
2303813,1082.7592304640118,10126.673831862894,TRPO_gamma_0.9999,0.9999
2400640,1198.637818309459,8903.806323598721,TRPO_gamma_0.9999,0.9999
2506554,1198.8573058871796,9652.247861834298,TRPO_gamma_0.9999,0.9999
2603831,1205.809965713362,10724.714500458917,TRPO_gamma_0.9999,0.9999
2702034,1018.7074219520198,8653.245059899851,TRPO_gamma_0.9999,0.9999
2804755,1247.7259361161102,10579.253965926438,TRPO_gamma_0.9999,0.9999
2902350,1136.7446968067354,11086.032692892684,TRPO_gamma_0.9999,0.9999
3007849,1134.279162357615,10912.54155971485,TRPO_gamma_0.9999,0.9999
3104860,1141.0111833086255,11170.877670039688,TRPO_gamma_0.9999,0.9999
3207604,1122.9614224823213,10986.07577921687,TRPO_gamma_0.9999,0.9999
3305550,1025.9230241812595,9604.05794677103,TRPO_gamma_0.9999,0.9999
3401750,1093.0344494317483,10004.912189040802,TRPO_gamma_0.9999,0.9999
3502169,1123.069357917699,10842.01570329833,TRPO_gamma_0.9999,0.9999
3606062,1169.664928606367,11550.385232803694,TRPO_gamma_0.9999,0.9999
3702582,1134.7879628103885,11240.719498499013,TRPO_gamma_0.9999,0.9999
3805599,1225.7569302435243,12200.804550726805,TRPO_gamma_0.9999,0.9999
3901000,1150.2181737692983,11547.129663296018,TRPO_gamma_0.9999,0.9999
4000336,1135.5447379785714,11253.474004488598,TRPO_gamma_0.9999,0.9999
4106463,1131.951241252936,11361.27189586275,TRPO_gamma_0.9999,0.9999
4204689,1119.4779437912,11453.79045630522,TRPO_gamma_0.9999,0.9999
4302286,1157.7545082793836,11735.38570069667,TRPO_gamma_0.9999,0.9999
4407374,1173.1563742957183,11775.55264552942,TRPO_gamma_0.9999,0.9999
4503937,1148.1837771459652,8732.054107330692,TRPO_gamma_0.9999,0.9999
4601631,1202.183403179152,11152.621917059263,TRPO_gamma_0.9999,0.9999
4706415,1263.9182798981412,11611.218685981741,TRPO_gamma_0.9999,0.9999
4805373,1126.668300089932,8007.690502250126,TRPO_gamma_0.9999,0.9999
4901372,1048.3689004760452,8199.073359060096,TRPO_gamma_0.9999,0.9999
5000535,1299.8471381893328,12475.617832474343,TRPO_gamma_0.9999,0.9999
5100671,1320.8005182540232,12309.257404659273,TRPO_gamma_0.9999,0.9999
5200664,1367.1970251771609,13643.468547553683,TRPO_gamma_0.9999,0.9999
5303576,1334.9492779467053,12599.990145360021,TRPO_gamma_0.9999,0.9999
5407380,1338.5049995891961,11906.590232845458,TRPO_gamma_0.9999,0.9999
5505755,1345.393141413544,12449.470476582243,TRPO_gamma_0.9999,0.9999
5605492,1284.6723787946498,13133.97046694114,TRPO_gamma_0.9999,0.9999
5704980,1347.9242224673972,13585.051907414734,TRPO_gamma_0.9999,0.9999
5807038,1390.1291378251167,14050.117042279959,TRPO_gamma_0.9999,0.9999
5905530,1352.4236014040084,13766.609357484756,TRPO_gamma_0.9999,0.9999
6007649,1394.3995246090512,14180.182509434055,TRPO_gamma_0.9999,0.9999
6106198,1456.121816049906,14561.833261007714,TRPO_gamma_0.9999,0.9999
6205342,1465.6485459296528,14917.885189815808,TRPO_gamma_0.9999,0.9999
6304269,1449.5334799391717,14652.197013190143,TRPO_gamma_0.9999,0.9999
6400812,1431.4525700969466,15038.498539281054,TRPO_gamma_0.9999,0.9999
6506701,1497.613226431306,14764.376665995533,TRPO_gamma_0.9999,0.9999
6603469,1434.5886521448156,14559.77767056215,TRPO_gamma_0.9999,0.9999
6701044,1446.667704952647,14427.089897956592,TRPO_gamma_0.9999,0.9999
6800776,1425.8494053240452,14253.321448618863,TRPO_gamma_0.9999,0.9999
6907563,1429.6869171547917,14342.033249038805,TRPO_gamma_0.9999,0.9999
7004173,1447.6522847244053,14410.473657011677,TRPO_gamma_0.9999,0.9999
7101365,1461.085159990805,14676.34743074723,TRPO_gamma_0.9999,0.9999
7202483,1482.9852159419647,15074.756206457212,TRPO_gamma_0.9999,0.9999
7300589,1485.3786328661743,15008.191700335557,TRPO_gamma_0.9999,0.9999
7400798,1533.7865381505267,15388.016422435097,TRPO_gamma_0.9999,0.9999
7506302,1496.2133231455223,15104.155771432317,TRPO_gamma_0.9999,0.9999
7603046,1533.8721624505565,14800.06136830917,TRPO_gamma_0.9999,0.9999
7702581,1505.2246172362825,15380.660203701676,TRPO_gamma_0.9999,0.9999
7808008,1543.4420992971734,15572.360705404262,TRPO_gamma_0.9999,0.9999
7902846,1510.9687449281346,15439.935944753834,TRPO_gamma_0.9999,0.9999
8000173,1572.3357978798497,15748.631513848548,TRPO_gamma_0.9999,0.9999
8103459,1581.7450616753079,16056.513928310093,TRPO_gamma_0.9999,0.9999
8201625,1609.176028501832,16240.919722726598,TRPO_gamma_0.9999,0.9999
8301688,1610.0104980314563,15924.711722785196,TRPO_gamma_0.9999,0.9999
8401914,1598.9183064314252,15884.379485721918,TRPO_gamma_0.9999,0.9999
8502002,1577.4397237051696,15967.780972835224,TRPO_gamma_0.9999,0.9999
8602346,1552.029022041013,15875.294067634595,TRPO_gamma_0.9999,0.9999
8700674,1523.18861502066,15558.297950271712,TRPO_gamma_0.9999,0.9999
8806252,1515.9151469745843,15371.22790979996,TRPO_gamma_0.9999,0.9999
8901166,1530.7744007238389,15429.061635884802,TRPO_gamma_0.9999,0.9999
9006109,1579.0669917638002,15859.90010611546,TRPO_gamma_0.9999,0.9999
9104313,1596.5399186948891,16065.21436210115,TRPO_gamma_0.9999,0.9999
9200692,1629.7481737900737,16204.631301449126,TRPO_gamma_0.9999,0.9999
9300378,1607.7600766865116,15159.846254727952,TRPO_gamma_0.9999,0.9999
9406217,1606.523243885487,15954.712661649794,TRPO_gamma_0.9999,0.9999
9504579,1625.353976595726,16101.898435079365,TRPO_gamma_0.9999,0.9999
9601891,1620.727903180285,16391.510879855716,TRPO_gamma_0.9999,0.9999
9700544,1650.119435415565,16647.48963212259,TRPO_gamma_0.9999,0.9999
9806987,1648.5517856603085,16582.29460164487,TRPO_gamma_0.9999,0.9999
9906406,1620.9547044195465,15973.411451478654,TRPO_gamma_0.9999,0.9999
10007925,1665.8765049283593,16707.77270451472,TRPO_gamma_0.9999,0.9999
109715,995.7478566038468,9928.62497330101,ATRPO,0.99
207878,984.9222499778183,9895.922830305188,ATRPO,0.99
309519,975.3963696233138,9819.61729480747,ATRPO,0.99
400560,974.1855352297796,9852.082766861407,ATRPO,0.99
502498,976.9922614554762,9829.745402981865,ATRPO,0.99
602257,981.9207679754356,9751.59594700259,ATRPO,0.99
707904,958.1958246882192,9656.336769613597,ATRPO,0.99
804585,949.0322120108709,9502.974739040781,ATRPO,0.99
901963,1015.7249103172883,10153.538954123896,ATRPO,0.99
1000231,1438.140010677243,13821.131960774748,ATRPO,0.99
1105522,1774.3424714469668,17964.39803971054,ATRPO,0.99
1207690,2069.5287878445843,20749.606911845767,ATRPO,0.99
1302546,2283.1661070162386,23163.690902758968,ATRPO,0.99
1404444,2544.691767705702,25646.889824292044,ATRPO,0.99
1503418,2604.5431742938717,26236.986492030428,ATRPO,0.99
1608104,2760.3944618782352,27898.295873127594,ATRPO,0.99
1701292,2924.137259870301,29293.931534491334,ATRPO,0.99
1802743,2986.473472214107,30266.359478244605,ATRPO,0.99
1900755,3145.360637124119,30993.171122986514,ATRPO,0.99
2005535,3323.943735057568,29293.049605294516,ATRPO,0.99
2107140,3384.4797403652155,33740.93692853125,ATRPO,0.99
2208512,3480.8645982306757,33520.28824943058,ATRPO,0.99
2302216,3559.600275114829,34000.653665506245,ATRPO,0.99
2405247,3716.0377051215355,31238.49718862608,ATRPO,0.99
2502017,3747.187854770681,31389.350984448734,ATRPO,0.99
2601412,3684.782688385215,33555.874970657926,ATRPO,0.99
2704435,3910.8349508254223,34122.60912700075,ATRPO,0.99
2802597,3949.6872321401547,34574.47092251956,ATRPO,0.99
2903831,3820.4181733501428,35207.0924972626,ATRPO,0.99
3006461,4148.685720904867,28450.861036664097,ATRPO,0.99
3100591,4192.564434445959,38336.99892598368,ATRPO,0.99
3207996,4309.345133213367,38763.291208760886,ATRPO,0.99
3306901,4300.834918630555,43779.814160297785,ATRPO,0.99
3403658,4314.644369354448,41636.510042777896,ATRPO,0.99
3502402,4406.78716459391,41785.753694213316,ATRPO,0.99
3601513,4291.461096761498,38838.49575220708,ATRPO,0.99
3703331,4552.656339829312,40110.888292417585,ATRPO,0.99
3801155,4532.594953144515,39269.747109073025,ATRPO,0.99
3906811,4658.265327359736,22078.592177664446,ATRPO,0.99
4000309,4578.0792556794095,38946.75316313717,ATRPO,0.99
4102858,4719.3844595338915,44038.70501575698,ATRPO,0.99
4201826,4634.635561918042,40792.52206607924,ATRPO,0.99
4304570,4785.73003421051,41757.27939068747,ATRPO,0.99
4402250,4801.421386594786,38547.934984317035,ATRPO,0.99
4507649,4847.86317179708,45998.76352824862,ATRPO,0.99
4600675,4866.532251252998,45218.385193502596,ATRPO,0.99
4700834,4500.887297664938,49632.157819106855,ATRPO,0.99
4800480,4853.595926058502,46941.309410999085,ATRPO,0.99
4907857,4579.168829367301,49832.99738175678,ATRPO,0.99
5003693,5006.024572777761,46253.66460462053,ATRPO,0.99
5107721,5016.952836634703,40478.73458570219,ATRPO,0.99
5201949,5067.349034988365,47978.600254417834,ATRPO,0.99
5303452,5116.051901250884,48156.265766951044,ATRPO,0.99
5402566,5128.27107856565,44468.819307905345,ATRPO,0.99
5501449,5153.102979026358,52334.957344551105,ATRPO,0.99
5606128,5162.384781143895,50735.49847884861,ATRPO,0.99
5705307,5202.811553789468,52857.21355812353,ATRPO,0.99
5800586,5218.768809849637,53122.69891379735,ATRPO,0.99
5902128,5285.281008118103,48226.09490446625,ATRPO,0.99
6005511,5204.2500170971225,53453.17403018306,ATRPO,0.99
6102222,5233.195842320345,54000.297330392896,ATRPO,0.99
6200258,5376.3732160222735,49020.40616476301,ATRPO,0.99
6306561,5404.333736022619,54677.86639633552,ATRPO,0.99
6405025,5358.520323383069,52681.20750271835,ATRPO,0.99
6504748,5379.262870819823,54972.0096988893,ATRPO,0.99
6603216,5422.816294103775,55517.79348764363,ATRPO,0.99
6705539,5440.960956544212,51559.70251211162,ATRPO,0.99
6801331,5438.330098029251,55666.2483160727,ATRPO,0.99
6907120,5474.904245862406,55741.59860306738,ATRPO,0.99
7002454,5526.657440352736,55975.62142029514,ATRPO,0.99
7100119,5544.562478369257,55973.55664530363,ATRPO,0.99
7205390,5551.163318497891,56202.043726388736,ATRPO,0.99
7304286,5520.647092923998,56120.92625896641,ATRPO,0.99
7402056,5480.768606186879,56453.48600907535,ATRPO,0.99
7507372,5513.171677792865,52083.31596089901,ATRPO,0.99
7602468,5540.393267248575,56417.86955720768,ATRPO,0.99
7709106,5557.374741034904,56539.185387133795,ATRPO,0.99
7806156,5531.932083831535,54926.99669215935,ATRPO,0.99
7907812,5613.096651672392,50851.16205893583,ATRPO,0.99
8002398,5386.244633734595,53307.80816406941,ATRPO,0.99
8105837,5618.570510179748,56920.52620608724,ATRPO,0.99
8202302,5566.058250406326,57046.597863155184,ATRPO,0.99
8303045,5611.076735417978,48786.501324373254,ATRPO,0.99
8403583,5574.457890467713,57099.67225554875,ATRPO,0.99
8503207,5132.661927452673,57062.41875391238,ATRPO,0.99
8607926,5609.597249515484,57297.87288795425,ATRPO,0.99
8701839,5627.069709752402,52630.98832346313,ATRPO,0.99
8806252,5599.625364524394,49009.25389402908,ATRPO,0.99
8902413,5604.877504407119,57602.97641719571,ATRPO,0.99
9001798,5624.511096593863,58000.64414946547,ATRPO,0.99
9106783,5645.270708056066,57923.378666008626,ATRPO,0.99
9205145,5643.299408632311,54960.191187380624,ATRPO,0.99
9302685,5692.476851586648,54589.83783636463,ATRPO,0.99
9401659,5700.533903798884,58017.429756619305,ATRPO,0.99
9500929,5695.664988349478,54395.56472117671,ATRPO,0.99
9604048,5678.943518273647,50478.260726541586,ATRPO,0.99
9707180,5570.711749976518,56031.95964577645,ATRPO,0.99
9803346,5666.078305493111,58218.906581034185,ATRPO,0.99
9901879,5755.370934504112,54204.241573728366,ATRPO,0.99
10007402,5709.856256529345,56783.3108749931,ATRPO,0.99
